item_id,employee_id,store_id,date_time,quantity
100001,1,1,2021-01-01 00:00:00,50
100001,1,1,2021-01-06 08:00:44,43
100001,1,1,2021-01-11 08:00:50,31
100001,1,1,2021-01-16 08:00:40,22
100001,1,1,2021-01-21 08:00:58,13
100001,1,1,2021-01-26 08:00:50,11
100001,1,1,2021-01-31 08:00:32,46
100002,1,1,2021-01-01 00:00:00,50
100002,1,1,2021-01-06 08:00:44,46
100002,1,1,2021-01-11 08:00:50,31
100002,1,1,2021-01-16 08:00:40,24
100002,1,1,2021-01-21 08:00:58,17
100002,1,1,2021-01-26 08:00:50,15
100002,1,1,2021-01-31 08:00:32,13
100003,1,1,2021-01-01 00:00:00,50
100003,1,1,2021-01-06 08:00:44,43
100003,1,1,2021-01-11 08:00:50,31
100003,1,1,2021-01-16 08:00:40,16
100003,1,1,2021-01-21 08:00:58,13
100003,1,1,2021-01-26 08:00:50,39
100003,1,1,2021-01-31 08:00:32,36
100004,1,1,2021-01-01 00:00:00,50
100004,1,1,2021-01-06 08:00:44,45
100004,1,1,2021-01-11 08:00:50,36
100004,1,1,2021-01-16 08:00:40,27
100004,1,1,2021-01-21 08:00:58,27
100004,1,1,2021-01-26 08:00:50,20
100004,1,1,2021-01-31 08:00:32,50
100005,1,1,2021-01-01 00:00:00,50
100005,1,1,2021-01-06 08:00:44,43
100005,1,1,2021-01-11 08:00:50,43
100005,1,1,2021-01-16 08:00:40,37
100005,1,1,2021-01-21 08:00:58,36
100005,1,1,2021-01-26 08:00:50,29
100005,1,1,2021-01-31 08:00:32,25
100006,1,1,2021-01-01 00:00:00,50
100006,1,1,2021-01-06 08:00:44,49
100006,1,1,2021-01-11 08:00:50,42
100006,1,1,2021-01-16 08:00:40,41
100006,1,1,2021-01-21 08:00:58,27
100006,1,1,2021-01-26 08:00:50,22
100006,1,1,2021-01-31 08:00:32,14
100007,1,1,2021-01-01 00:00:00,50
100007,1,1,2021-01-06 08:00:44,47
100007,1,1,2021-01-11 08:00:50,36
100007,1,1,2021-01-16 08:00:40,30
100007,1,1,2021-01-21 08:00:58,23
100007,1,1,2021-01-26 08:00:50,14
100007,1,1,2021-01-31 08:00:32,13
100008,1,1,2021-01-01 00:00:00,50
100008,1,1,2021-01-06 08:00:44,36
100008,1,1,2021-01-11 08:00:50,31
100008,1,1,2021-01-16 08:00:40,18
100008,1,1,2021-01-21 08:00:58,5
100008,1,1,2021-01-26 08:00:50,36
100008,1,1,2021-01-31 08:00:32,30
100009,1,1,2021-01-01 00:00:00,50
100009,1,1,2021-01-06 08:00:44,34
100009,1,1,2021-01-11 08:00:50,31
100009,1,1,2021-01-16 08:00:40,27
100009,1,1,2021-01-21 08:00:58,19
100009,1,1,2021-01-26 08:00:50,11
100009,1,1,2021-01-31 08:00:32,5
100010,1,1,2021-01-01 00:00:00,50
100010,1,1,2021-01-06 08:00:44,42
100010,1,1,2021-01-11 08:00:50,28
100010,1,1,2021-01-16 08:00:40,25
100010,1,1,2021-01-21 08:00:58,11
100010,1,1,2021-01-26 08:00:50,44
100010,1,1,2021-01-31 08:00:32,38
100011,1,1,2021-01-01 00:00:00,50
100011,1,1,2021-01-06 08:00:44,43
100011,1,1,2021-01-11 08:00:50,43
100011,1,1,2021-01-16 08:00:40,41
100011,1,1,2021-01-21 08:00:58,32
100011,1,1,2021-01-26 08:00:50,31
100011,1,1,2021-01-31 08:00:32,24
100012,1,1,2021-01-01 00:00:00,50
100012,1,1,2021-01-06 08:00:44,31
100012,1,1,2021-01-11 08:00:50,26
100012,1,1,2021-01-16 08:00:40,23
100012,1,1,2021-01-21 08:00:58,14
100012,1,1,2021-01-26 08:00:50,46
100012,1,1,2021-01-31 08:00:32,38
100013,1,1,2021-01-01 00:00:00,50
100013,1,1,2021-01-06 08:00:44,45
100013,1,1,2021-01-11 08:00:50,38
100013,1,1,2021-01-16 08:00:40,33
100013,1,1,2021-01-21 08:00:58,15
100013,1,1,2021-01-26 08:00:50,44
100013,1,1,2021-01-31 08:00:32,36
100014,1,1,2021-01-01 00:00:00,50
100014,1,1,2021-01-06 08:00:44,41
100014,1,1,2021-01-11 08:00:50,25
100014,1,1,2021-01-16 08:00:40,16
100014,1,1,2021-01-21 08:00:58,12
100014,1,1,2021-01-26 08:00:50,44
100014,1,1,2021-01-31 08:00:32,27
100015,1,1,2021-01-01 00:00:00,50
100015,1,1,2021-01-06 08:00:44,45
100015,1,1,2021-01-11 08:00:50,41
100015,1,1,2021-01-16 08:00:40,39
100015,1,1,2021-01-21 08:00:58,27
100015,1,1,2021-01-26 08:00:50,14
100015,1,1,2021-01-31 08:00:32,7
100016,1,1,2021-01-01 00:00:00,50
100016,1,1,2021-01-06 08:00:44,49
100016,1,1,2021-01-11 08:00:50,40
100016,1,1,2021-01-16 08:00:40,35
100016,1,1,2021-01-21 08:00:58,32
100016,1,1,2021-01-26 08:00:50,25
100016,1,1,2021-01-31 08:00:32,23
100017,1,1,2021-01-01 00:00:00,50
100017,1,1,2021-01-06 08:00:44,41
100017,1,1,2021-01-11 08:00:50,38
100017,1,1,2021-01-16 08:00:40,30
100017,1,1,2021-01-21 08:00:58,24
100017,1,1,2021-01-26 08:00:50,19
100017,1,1,2021-01-31 08:00:32,12
100018,1,1,2021-01-01 00:00:00,50
100018,1,1,2021-01-06 08:00:44,41
100018,1,1,2021-01-11 08:00:50,36
100018,1,1,2021-01-16 08:00:40,26
100018,1,1,2021-01-21 08:00:58,26
100018,1,1,2021-01-26 08:00:50,22
100018,1,1,2021-01-31 08:00:32,8
100019,1,1,2021-01-01 00:00:00,50
100019,1,1,2021-01-06 08:00:44,44
100019,1,1,2021-01-11 08:00:50,35
100019,1,1,2021-01-16 08:00:40,29
100019,1,1,2021-01-21 08:00:58,24
100019,1,1,2021-01-26 08:00:50,12
100019,1,1,2021-01-31 08:00:32,45
100020,1,1,2021-01-01 00:00:00,50
100020,1,1,2021-01-06 08:00:44,50
100020,1,1,2021-01-11 08:00:50,42
100020,1,1,2021-01-16 08:00:40,32
100020,1,1,2021-01-21 08:00:58,27
100020,1,1,2021-01-26 08:00:50,20
100020,1,1,2021-01-31 08:00:32,12
100021,1,1,2021-01-01 00:00:00,50
100021,1,1,2021-01-06 08:00:44,42
100021,1,1,2021-01-11 08:00:50,41
100021,1,1,2021-01-16 08:00:40,28
100021,1,1,2021-01-21 08:00:58,18
100021,1,1,2021-01-26 08:00:50,17
100021,1,1,2021-01-31 08:00:32,10
100022,1,1,2021-01-01 00:00:00,50
100022,1,1,2021-01-06 08:00:44,48
100022,1,1,2021-01-11 08:00:50,39
100022,1,1,2021-01-16 08:00:40,35
100022,1,1,2021-01-21 08:00:58,35
100022,1,1,2021-01-26 08:00:50,29
100022,1,1,2021-01-31 08:00:32,18
100023,1,1,2021-01-01 00:00:00,50
100023,1,1,2021-01-06 08:00:44,49
100023,1,1,2021-01-11 08:00:50,47
100023,1,1,2021-01-16 08:00:40,39
100023,1,1,2021-01-21 08:00:58,31
100023,1,1,2021-01-26 08:00:50,24
100023,1,1,2021-01-31 08:00:32,14
100024,1,1,2021-01-01 00:00:00,50
100024,1,1,2021-01-06 08:00:44,34
100024,1,1,2021-01-11 08:00:50,29
100024,1,1,2021-01-16 08:00:40,24
100024,1,1,2021-01-21 08:00:58,24
100024,1,1,2021-01-26 08:00:50,24
100024,1,1,2021-01-31 08:00:32,12
100025,1,1,2021-01-01 00:00:00,50
100025,1,1,2021-01-06 08:00:44,41
100025,1,1,2021-01-11 08:00:50,37
100025,1,1,2021-01-16 08:00:40,29
100025,1,1,2021-01-21 08:00:58,29
100025,1,1,2021-01-26 08:00:50,28
100025,1,1,2021-01-31 08:00:32,25
100026,1,1,2021-01-01 00:00:00,50
100026,1,1,2021-01-06 08:00:44,43
100026,1,1,2021-01-11 08:00:50,28
100026,1,1,2021-01-16 08:00:40,19
100026,1,1,2021-01-21 08:00:58,6
100026,1,1,2021-01-26 08:00:50,38
100026,1,1,2021-01-31 08:00:32,33
100027,1,1,2021-01-01 00:00:00,50
100027,1,1,2021-01-06 08:00:44,44
100027,1,1,2021-01-11 08:00:50,32
100027,1,1,2021-01-16 08:00:40,17
100027,1,1,2021-01-21 08:00:58,13
100027,1,1,2021-01-26 08:00:50,8
100027,1,1,2021-01-31 08:00:32,41
100028,1,1,2021-01-01 00:00:00,50
100028,1,1,2021-01-06 08:00:44,45
100028,1,1,2021-01-11 08:00:50,37
100028,1,1,2021-01-16 08:00:40,28
100028,1,1,2021-01-21 08:00:58,22
100028,1,1,2021-01-26 08:00:50,15
100028,1,1,2021-01-31 08:00:32,48
100029,1,1,2021-01-01 00:00:00,50
100029,1,1,2021-01-06 08:00:44,46
100029,1,1,2021-01-11 08:00:50,43
100029,1,1,2021-01-16 08:00:40,41
100029,1,1,2021-01-21 08:00:58,32
100029,1,1,2021-01-26 08:00:50,30
100029,1,1,2021-01-31 08:00:32,29
100030,1,1,2021-01-01 00:00:00,50
100030,1,1,2021-01-06 08:00:44,43
100030,1,1,2021-01-11 08:00:50,39
100030,1,1,2021-01-16 08:00:40,38
100030,1,1,2021-01-21 08:00:58,29
100030,1,1,2021-01-26 08:00:50,25
100030,1,1,2021-01-31 08:00:32,18
100031,1,1,2021-01-01 00:00:00,50
100031,1,1,2021-01-06 08:00:44,45
100031,1,1,2021-01-11 08:00:50,38
100031,1,1,2021-01-16 08:00:40,35
100031,1,1,2021-01-21 08:00:58,26
100031,1,1,2021-01-26 08:00:50,11
100031,1,1,2021-01-31 08:00:32,9
100032,1,1,2021-01-01 00:00:00,50
100032,1,1,2021-01-06 08:00:44,41
100032,1,1,2021-01-11 08:00:50,38
100032,1,1,2021-01-16 08:00:40,33
100032,1,1,2021-01-21 08:00:58,20
100032,1,1,2021-01-26 08:00:50,15
100032,1,1,2021-01-31 08:00:32,7
100033,1,1,2021-01-01 00:00:00,50
100033,1,1,2021-01-06 08:00:44,41
100033,1,1,2021-01-11 08:00:50,35
100033,1,1,2021-01-16 08:00:40,30
100033,1,1,2021-01-21 08:00:58,29
100033,1,1,2021-01-26 08:00:50,22
100033,1,1,2021-01-31 08:00:32,10
100034,1,1,2021-01-01 00:00:00,50
100034,1,1,2021-01-06 08:00:44,42
100034,1,1,2021-01-11 08:00:50,34
100034,1,1,2021-01-16 08:00:40,27
100034,1,1,2021-01-21 08:00:58,16
100034,1,1,2021-01-26 08:00:50,7
100034,1,1,2021-01-31 08:00:32,30
100035,1,1,2021-01-01 00:00:00,50
100035,1,1,2021-01-06 08:00:44,49
100035,1,1,2021-01-11 08:00:50,40
100035,1,1,2021-01-16 08:00:40,37
100035,1,1,2021-01-21 08:00:58,31
100035,1,1,2021-01-26 08:00:50,25
100035,1,1,2021-01-31 08:00:32,12
100036,1,1,2021-01-01 00:00:00,50
100036,1,1,2021-01-06 08:00:44,41
100036,1,1,2021-01-11 08:00:50,33
100036,1,1,2021-01-16 08:00:40,24
100036,1,1,2021-01-21 08:00:58,21
100036,1,1,2021-01-26 08:00:50,10
100036,1,1,2021-01-31 08:00:32,40
100037,1,1,2021-01-01 00:00:00,50
100037,1,1,2021-01-06 08:00:44,48
100037,1,1,2021-01-11 08:00:50,46
100037,1,1,2021-01-16 08:00:40,40
100037,1,1,2021-01-21 08:00:58,40
100037,1,1,2021-01-26 08:00:50,30
100037,1,1,2021-01-31 08:00:32,19
100038,1,1,2021-01-01 00:00:00,50
100038,1,1,2021-01-06 08:00:44,38
100038,1,1,2021-01-11 08:00:50,22
100038,1,1,2021-01-16 08:00:40,20
100038,1,1,2021-01-21 08:00:58,13
100038,1,1,2021-01-26 08:00:50,38
100038,1,1,2021-01-31 08:00:32,31
100039,1,1,2021-01-01 00:00:00,50
100039,1,1,2021-01-06 08:00:44,43
100039,1,1,2021-01-11 08:00:50,41
100039,1,1,2021-01-16 08:00:40,21
100039,1,1,2021-01-21 08:00:58,5
100039,1,1,2021-01-26 08:00:50,37
100039,1,1,2021-01-31 08:00:32,30
100040,1,1,2021-01-01 00:00:00,50
100040,1,1,2021-01-06 08:00:44,47
100040,1,1,2021-01-11 08:00:50,42
100040,1,1,2021-01-16 08:00:40,37
100040,1,1,2021-01-21 08:00:58,33
100040,1,1,2021-01-26 08:00:50,31
100040,1,1,2021-01-31 08:00:32,27
100041,1,1,2021-01-01 00:00:00,50
100041,1,1,2021-01-06 08:00:44,45
100041,1,1,2021-01-11 08:00:50,44
100041,1,1,2021-01-16 08:00:40,35
100041,1,1,2021-01-21 08:00:58,20
100041,1,1,2021-01-26 08:00:50,10
100041,1,1,2021-01-31 08:00:32,43
100042,1,1,2021-01-01 00:00:00,50
100042,1,1,2021-01-06 08:00:44,45
100042,1,1,2021-01-11 08:00:50,31
100042,1,1,2021-01-16 08:00:40,29
100042,1,1,2021-01-21 08:00:58,23
100042,1,1,2021-01-26 08:00:50,40
100042,1,1,2021-01-31 08:00:32,40
100043,1,1,2021-01-01 00:00:00,50
100043,1,1,2021-01-06 08:00:44,39
100043,1,1,2021-01-11 08:00:50,36
100043,1,1,2021-01-16 08:00:40,33
100043,1,1,2021-01-21 08:00:58,25
100043,1,1,2021-01-26 08:00:50,22
100043,1,1,2021-01-31 08:00:32,16
100044,1,1,2021-01-01 00:00:00,50
100044,1,1,2021-01-06 08:00:44,45
100044,1,1,2021-01-11 08:00:50,34
100044,1,1,2021-01-16 08:00:40,22
100044,1,1,2021-01-21 08:00:58,19
100044,1,1,2021-01-26 08:00:50,16
100044,1,1,2021-01-31 08:00:32,9
100045,1,1,2021-01-01 00:00:00,50
100045,1,1,2021-01-06 08:00:44,27
100045,1,1,2021-01-11 08:00:50,18
100045,1,1,2021-01-16 08:00:40,18
100045,1,1,2021-01-21 08:00:58,18
100045,1,1,2021-01-26 08:00:50,9
100045,1,1,2021-01-31 08:00:32,38
100046,1,1,2021-01-01 00:00:00,50
100046,1,1,2021-01-06 08:00:44,39
100046,1,1,2021-01-11 08:00:50,27
100046,1,1,2021-01-16 08:00:40,9
100046,1,1,2021-01-21 08:00:58,46
100046,1,1,2021-01-26 08:00:50,41
100046,1,1,2021-01-31 08:00:32,32
100047,1,1,2021-01-01 00:00:00,50
100047,1,1,2021-01-06 08:00:44,40
100047,1,1,2021-01-11 08:00:50,31
100047,1,1,2021-01-16 08:00:40,28
100047,1,1,2021-01-21 08:00:58,19
100047,1,1,2021-01-26 08:00:50,10
100047,1,1,2021-01-31 08:00:32,38
100048,1,1,2021-01-01 00:00:00,50
100048,1,1,2021-01-06 08:00:44,44
100048,1,1,2021-01-11 08:00:50,39
100048,1,1,2021-01-16 08:00:40,24
100048,1,1,2021-01-21 08:00:58,23
100048,1,1,2021-01-26 08:00:50,22
100048,1,1,2021-01-31 08:00:32,13
100049,1,1,2021-01-01 00:00:00,50
100049,1,1,2021-01-06 08:00:44,36
100049,1,1,2021-01-11 08:00:50,28
100049,1,1,2021-01-16 08:00:40,11
100049,1,1,2021-01-21 08:00:58,8
100049,1,1,2021-01-26 08:00:50,39
100049,1,1,2021-01-31 08:00:32,39
100050,1,1,2021-01-01 00:00:00,50
100050,1,1,2021-01-06 08:00:44,46
100050,1,1,2021-01-11 08:00:50,41
100050,1,1,2021-01-16 08:00:40,36
100050,1,1,2021-01-21 08:00:58,29
100050,1,1,2021-01-26 08:00:50,22
100050,1,1,2021-01-31 08:00:32,19
100051,1,1,2021-01-01 00:00:00,50
100051,1,1,2021-01-06 08:00:44,30
100051,1,1,2021-01-11 08:00:50,22
100051,1,1,2021-01-16 08:00:40,14
100051,1,1,2021-01-21 08:00:58,29
100051,1,1,2021-01-26 08:00:50,14
100051,1,1,2021-01-31 08:00:32,10
100052,1,1,2021-01-01 00:00:00,50
100052,1,1,2021-01-06 08:00:44,49
100052,1,1,2021-01-11 08:00:50,34
100052,1,1,2021-01-16 08:00:40,28
100052,1,1,2021-01-21 08:00:58,25
100052,1,1,2021-01-26 08:00:50,19
100052,1,1,2021-01-31 08:00:32,11
100053,1,1,2021-01-01 00:00:00,50
100053,1,1,2021-01-06 08:00:44,41
100053,1,1,2021-01-11 08:00:50,33
100053,1,1,2021-01-16 08:00:40,31
100053,1,1,2021-01-21 08:00:58,13
100053,1,1,2021-01-26 08:00:50,27
100053,1,1,2021-01-31 08:00:32,18
100054,1,1,2021-01-01 00:00:00,50
100054,1,1,2021-01-06 08:00:44,46
100054,1,1,2021-01-11 08:00:50,36
100054,1,1,2021-01-16 08:00:40,28
100054,1,1,2021-01-21 08:00:58,22
100054,1,1,2021-01-26 08:00:50,15
100054,1,1,2021-01-31 08:00:32,35
100055,1,1,2021-01-01 00:00:00,50
100055,1,1,2021-01-06 08:00:44,46
100055,1,1,2021-01-11 08:00:50,44
100055,1,1,2021-01-16 08:00:40,32
100055,1,1,2021-01-21 08:00:58,28
100055,1,1,2021-01-26 08:00:50,26
100055,1,1,2021-01-31 08:00:32,23
100056,1,1,2021-01-01 00:00:00,50
100056,1,1,2021-01-06 08:00:44,45
100056,1,1,2021-01-11 08:00:50,36
100056,1,1,2021-01-16 08:00:40,26
100056,1,1,2021-01-21 08:00:58,21
100056,1,1,2021-01-26 08:00:50,13
100056,1,1,2021-01-31 08:00:32,38
100057,1,1,2021-01-01 00:00:00,50
100057,1,1,2021-01-06 08:00:44,45
100057,1,1,2021-01-11 08:00:50,45
100057,1,1,2021-01-16 08:00:40,36
100057,1,1,2021-01-21 08:00:58,31
100057,1,1,2021-01-26 08:00:50,24
100057,1,1,2021-01-31 08:00:32,10
100058,1,1,2021-01-01 00:00:00,50
100058,1,1,2021-01-06 08:00:44,40
100058,1,1,2021-01-11 08:00:50,32
100058,1,1,2021-01-16 08:00:40,20
100058,1,1,2021-01-21 08:00:58,19
100058,1,1,2021-01-26 08:00:50,8
100058,1,1,2021-01-31 08:00:32,47
100059,1,1,2021-01-01 00:00:00,50
100059,1,1,2021-01-06 08:00:44,38
100059,1,1,2021-01-11 08:00:50,23
100059,1,1,2021-01-16 08:00:40,15
100059,1,1,2021-01-21 08:00:58,10
100059,1,1,2021-01-26 08:00:50,48
100059,1,1,2021-01-31 08:00:32,42
100060,1,1,2021-01-01 00:00:00,50
100060,1,1,2021-01-06 08:00:44,41
100060,1,1,2021-01-11 08:00:50,29
100060,1,1,2021-01-16 08:00:40,24
100060,1,1,2021-01-21 08:00:58,15
100060,1,1,2021-01-26 08:00:50,9
100060,1,1,2021-01-31 08:00:32,47
100061,1,1,2021-01-01 00:00:00,50
100061,1,1,2021-01-06 08:00:44,50
100061,1,1,2021-01-11 08:00:50,29
100061,1,1,2021-01-16 08:00:40,23
100061,1,1,2021-01-21 08:00:58,15
100061,1,1,2021-01-26 08:00:50,8
100061,1,1,2021-01-31 08:00:32,43
100062,1,1,2021-01-01 00:00:00,50
100062,1,1,2021-01-06 08:00:44,34
100062,1,1,2021-01-11 08:00:50,22
100062,1,1,2021-01-16 08:00:40,8
100062,1,1,2021-01-21 08:00:58,33
100062,1,1,2021-01-26 08:00:50,31
100062,1,1,2021-01-31 08:00:32,26
100063,1,1,2021-01-01 00:00:00,50
100063,1,1,2021-01-06 08:00:44,47
100063,1,1,2021-01-11 08:00:50,44
100063,1,1,2021-01-16 08:00:40,43
100063,1,1,2021-01-21 08:00:58,25
100063,1,1,2021-01-26 08:00:50,24
100063,1,1,2021-01-31 08:00:32,11
100064,1,1,2021-01-01 00:00:00,50
100064,1,1,2021-01-06 08:00:44,42
100064,1,1,2021-01-11 08:00:50,40
100064,1,1,2021-01-16 08:00:40,35
100064,1,1,2021-01-21 08:00:58,26
100064,1,1,2021-01-26 08:00:50,13
100064,1,1,2021-01-31 08:00:32,39
100065,1,1,2021-01-01 00:00:00,50
100065,1,1,2021-01-06 08:00:44,33
100065,1,1,2021-01-11 08:00:50,22
100065,1,1,2021-01-16 08:00:40,12
100065,1,1,2021-01-21 08:00:58,44
100065,1,1,2021-01-26 08:00:50,27
100065,1,1,2021-01-31 08:00:32,18
100066,1,1,2021-01-01 00:00:00,50
100066,1,1,2021-01-06 08:00:44,46
100066,1,1,2021-01-11 08:00:50,32
100066,1,1,2021-01-16 08:00:40,28
100066,1,1,2021-01-21 08:00:58,24
100066,1,1,2021-01-26 08:00:50,18
100066,1,1,2021-01-31 08:00:32,16
100067,1,1,2021-01-01 00:00:00,50
100067,1,1,2021-01-06 08:00:44,45
100067,1,1,2021-01-11 08:00:50,44
100067,1,1,2021-01-16 08:00:40,43
100067,1,1,2021-01-21 08:00:58,35
100067,1,1,2021-01-26 08:00:50,29
100067,1,1,2021-01-31 08:00:32,28
100068,1,1,2021-01-01 00:00:00,50
100068,1,1,2021-01-06 08:00:44,50
100068,1,1,2021-01-11 08:00:50,41
100068,1,1,2021-01-16 08:00:40,40
100068,1,1,2021-01-21 08:00:58,34
100068,1,1,2021-01-26 08:00:50,34
100068,1,1,2021-01-31 08:00:32,25
100069,1,1,2021-01-01 00:00:00,50
100069,1,1,2021-01-06 08:00:44,48
100069,1,1,2021-01-11 08:00:50,38
100069,1,1,2021-01-16 08:00:40,37
100069,1,1,2021-01-21 08:00:58,27
100069,1,1,2021-01-26 08:00:50,22
100069,1,1,2021-01-31 08:00:32,17
100070,1,1,2021-01-01 00:00:00,50
100070,1,1,2021-01-06 08:00:44,36
100070,1,1,2021-01-11 08:00:50,28
100070,1,1,2021-01-16 08:00:40,21
100070,1,1,2021-01-21 08:00:58,16
100070,1,1,2021-01-26 08:00:50,12
100070,1,1,2021-01-31 08:00:32,10
100071,1,1,2021-01-01 00:00:00,50
100071,1,1,2021-01-06 08:00:44,43
100071,1,1,2021-01-11 08:00:50,31
100071,1,1,2021-01-16 08:00:40,13
100071,1,1,2021-01-21 08:00:58,12
100071,1,1,2021-01-26 08:00:50,44
100071,1,1,2021-01-31 08:00:32,36
100072,1,1,2021-01-01 00:00:00,50
100072,1,1,2021-01-06 08:00:44,50
100072,1,1,2021-01-11 08:00:50,46
100072,1,1,2021-01-16 08:00:40,46
100072,1,1,2021-01-21 08:00:58,32
100072,1,1,2021-01-26 08:00:50,20
100072,1,1,2021-01-31 08:00:32,14
100073,1,1,2021-01-01 00:00:00,50
100073,1,1,2021-01-06 08:00:44,39
100073,1,1,2021-01-11 08:00:50,39
100073,1,1,2021-01-16 08:00:40,31
100073,1,1,2021-01-21 08:00:58,23
100073,1,1,2021-01-26 08:00:50,8
100073,1,1,2021-01-31 08:00:32,36
100074,1,1,2021-01-01 00:00:00,50
100074,1,1,2021-01-06 08:00:44,45
100074,1,1,2021-01-11 08:00:50,27
100074,1,1,2021-01-16 08:00:40,26
100074,1,1,2021-01-21 08:00:58,17
100074,1,1,2021-01-26 08:00:50,12
100074,1,1,2021-01-31 08:00:32,43
100075,1,1,2021-01-01 00:00:00,50
100075,1,1,2021-01-06 08:00:44,46
100075,1,1,2021-01-11 08:00:50,44
100075,1,1,2021-01-16 08:00:40,43
100075,1,1,2021-01-21 08:00:58,21
100075,1,1,2021-01-26 08:00:50,19
100075,1,1,2021-01-31 08:00:32,16
100076,1,1,2021-01-01 00:00:00,50
100076,1,1,2021-01-06 08:00:44,45
100076,1,1,2021-01-11 08:00:50,28
100076,1,1,2021-01-16 08:00:40,15
100076,1,1,2021-01-21 08:00:58,11
100076,1,1,2021-01-26 08:00:50,8
100076,1,1,2021-01-31 08:00:32,47
100077,1,1,2021-01-01 00:00:00,50
100077,1,1,2021-01-06 08:00:44,36
100077,1,1,2021-01-11 08:00:50,29
100077,1,1,2021-01-16 08:00:40,22
100077,1,1,2021-01-21 08:00:58,9
100077,1,1,2021-01-26 08:00:50,40
100077,1,1,2021-01-31 08:00:32,40
100078,1,1,2021-01-01 00:00:00,50
100078,1,1,2021-01-06 08:00:44,49
100078,1,1,2021-01-11 08:00:50,36
100078,1,1,2021-01-16 08:00:40,34
100078,1,1,2021-01-21 08:00:58,25
100078,1,1,2021-01-26 08:00:50,15
100078,1,1,2021-01-31 08:00:32,8
100079,1,1,2021-01-01 00:00:00,50
100079,1,1,2021-01-06 08:00:44,40
100079,1,1,2021-01-11 08:00:50,30
100079,1,1,2021-01-16 08:00:40,28
100079,1,1,2021-01-21 08:00:58,22
100079,1,1,2021-01-26 08:00:50,20
100079,1,1,2021-01-31 08:00:32,11
100080,1,1,2021-01-01 00:00:00,50
100080,1,1,2021-01-06 08:00:44,47
100080,1,1,2021-01-11 08:00:50,39
100080,1,1,2021-01-16 08:00:40,36
100080,1,1,2021-01-21 08:00:58,27
100080,1,1,2021-01-26 08:00:50,20
100080,1,1,2021-01-31 08:00:32,18
100081,1,1,2021-01-01 00:00:00,50
100081,1,1,2021-01-06 08:00:44,48
100081,1,1,2021-01-11 08:00:50,46
100081,1,1,2021-01-16 08:00:40,41
100081,1,1,2021-01-21 08:00:58,36
100081,1,1,2021-01-26 08:00:50,32
100081,1,1,2021-01-31 08:00:32,25
100082,1,1,2021-01-01 00:00:00,50
100082,1,1,2021-01-06 08:00:44,43
100082,1,1,2021-01-11 08:00:50,29
100082,1,1,2021-01-16 08:00:40,27
100082,1,1,2021-01-21 08:00:58,26
100082,1,1,2021-01-26 08:00:50,24
100082,1,1,2021-01-31 08:00:32,17
100083,1,1,2021-01-01 00:00:00,50
100083,1,1,2021-01-06 08:00:44,42
100083,1,1,2021-01-11 08:00:50,34
100083,1,1,2021-01-16 08:00:40,32
100083,1,1,2021-01-21 08:00:58,21
100083,1,1,2021-01-26 08:00:50,21
100083,1,1,2021-01-31 08:00:32,4
100084,1,1,2021-01-01 00:00:00,50
100084,1,1,2021-01-06 08:00:44,38
100084,1,1,2021-01-11 08:00:50,36
100084,1,1,2021-01-16 08:00:40,28
100084,1,1,2021-01-21 08:00:58,28
100084,1,1,2021-01-26 08:00:50,27
100084,1,1,2021-01-31 08:00:32,22
100085,1,1,2021-01-01 00:00:00,50
100085,1,1,2021-01-06 08:00:44,32
100085,1,1,2021-01-11 08:00:50,32
100085,1,1,2021-01-16 08:00:40,32
100085,1,1,2021-01-21 08:00:58,26
100085,1,1,2021-01-26 08:00:50,22
100085,1,1,2021-01-31 08:00:32,21
100086,1,1,2021-01-01 00:00:00,50
100086,1,1,2021-01-06 08:00:44,41
100086,1,1,2021-01-11 08:00:50,28
100086,1,1,2021-01-16 08:00:40,18
100086,1,1,2021-01-21 08:00:58,12
100086,1,1,2021-01-26 08:00:50,12
100086,1,1,2021-01-31 08:00:32,33
100087,1,1,2021-01-01 00:00:00,50
