trans_id,item_id,store_id,date_time,quantity,change_type_id
{5DE7EC5E-0386-452D-9D72-7D526CC70D5A},100746,1,2021-01-01 08:11:06,-9,1
{61E0B1D6-C701-4553-B7E3-A2B324086B1E},100797,1,2021-01-01 08:12:16,-3,1
{60745CBD-933E-4658-8CE4-F0AE0273DD1F},100297,1,2021-01-01 08:24:59,-2,1
{1D1A6A7F-78E1-40BB-BCA2-06982BEBC73F},100272,1,2021-01-01 08:26:35,-2,1
{B173299B-A513-432A-871F-ACAA70B92E7A},100688,1,2021-01-01 08:31:52,-7,1
{F3A1F9E2-C269-4CF8-8864-B1784974FBD1},100490,1,2021-01-01 08:58:23,-6,1
{BC40572A-D2DA-4BFC-8C9B-CDE75D22EE05},100415,1,2021-01-01 09:12:38,-2,1
{D7E51834-1FEF-455F-82C2-572DB965F9E4},100009,1,2021-01-01 09:30:53,-7,1
{1AEF8E39-BED1-4BE3-8E96-4CFE536344A4},100414,1,2021-01-01 10:08:40,-3,1
{3D6B3E21-E8B1-48E2-B495-3E983641D823},100538,1,2021-01-01 10:08:40,-3,1
{FA2AB8F3-432C-44DD-9644-813AC80C927D},100658,1,2021-01-01 10:23:36,-5,1
{9DF3C982-C152-43E0-AD85-0C6C5B9A087C},100812,1,2021-01-01 10:27:06,-5,1
{6F0D378B-2342-4979-A93B-9CC4085387A1},100194,1,2021-01-01 10:31:38,-2,1
{E1237343-5EB8-426A-B3E3-182FD90AA1EA},100841,1,2021-01-01 10:34:05,-2,1
{1C68429B-8013-4A92-833A-0D2DDEC4B25D},100973,1,2021-01-01 10:34:46,-3,1
{F5601003-38CE-4D41-95D1-705E1143031A},100952,1,2021-01-01 10:40:22,-5,1
{01ABCCB2-0B23-4EB3-AB9C-B5C1A582FC0A},100292,1,2021-01-01 11:02:39,-4,1
{BBED23DA-ED49-4737-995A-C62DC9983EB5},100843,1,2021-01-01 11:12:11,-10,1
{D0CB4676-6CE5-47AC-9E80-A53ED7653201},100794,1,2021-01-01 11:19:59,-6,1
{25FFAEB2-2397-4ED1-81E7-0674EA80CA37},100426,1,2021-01-01 11:26:48,-6,1
{DDD634BD-BA62-416C-B1EE-A7108442A1BB},100565,1,2021-01-01 11:40:32,-6,1
{0B6730F5-7E59-4A11-B072-20B1B25FD0EB},100301,1,2021-01-01 11:44:13,-4,1
{2351382B-9586-46DD-8C3E-DB6D733E384D},100493,1,2021-01-01 11:50:27,-5,1
{68E69D35-A8D1-4845-9F75-5758732104AD},100194,1,2021-01-01 11:51:38,-5,1
{114F59A5-5D31-4962-B03D-3B145B4052AA},100062,1,2021-01-01 11:56:03,-8,1
{BD531D41-E604-4765-9750-C16217B333E4},100204,1,2021-01-01 12:12:31,-7,1
{944D11FE-FEEE-4273-98C8-B3D42DC8F662},100528,1,2021-01-01 12:13:28,-2,1
{64392534-3000-4ED3-A57D-1B9E351D2D3F},100952,1,2021-01-01 12:35:56,-3,1
{951CE4FA-09F6-49FD-BBB7-C91E87B5EB50},100314,1,2021-01-01 12:38:17,-3,1
{B3C408BD-B366-4C7C-9FB7-239C850ECE8C},100096,1,2021-01-01 12:54:01,-1,1
{8C9F6FC5-D72B-48AD-8802-13C24B0BDE76},100329,1,2021-01-01 13:06:49,-5,1
{1C0923EA-8DBE-4019-915E-96B516876D15},100834,1,2021-01-01 13:12:47,-2,1
{003A7FE5-BB14-4786-86BD-673244978199},100234,1,2021-01-01 13:14:57,-1,1
{9F8FB3B0-01C3-4103-888E-4C5950AD0F8F},100733,1,2021-01-01 13:15:49,-4,1
{665AB0CD-4DAE-4193-93A4-13BE7AA35EB0},100616,1,2021-01-01 13:19:03,-7,1
{80A9D353-08A0-4A3A-8B28-A15AB6CE7F21},100359,1,2021-01-01 13:38:04,-4,1
{46FF0764-8F66-441F-8813-715E23F1AB05},100137,1,2021-01-01 13:39:42,-8,1
{C192B123-FD0E-415A-8DF0-15198D19ED4B},100604,1,2021-01-01 13:46:02,-6,1
{22F3F2E2-3D15-4C92-BE6C-6B436D51C301},100079,1,2021-01-01 13:58:48,-5,1
{9A50AA30-8AB5-47A5-BAD1-1B5446673566},100007,1,2021-01-01 13:58:53,-1,1
{52D971A1-05F9-4D71-97B0-5A1FCB69A228},100238,1,2021-01-01 14:11:59,-8,1
{1A9ADCF9-5727-480E-B104-E2A12C92C9AF},100957,1,2021-01-01 14:27:17,-8,1
{01480027-91EA-4BD4-9F03-6EAAD9ECA552},100199,1,2021-01-01 14:30:14,-10,1
{F1FFBA65-80E4-4F6C-80C0-0FBEDE767CA6},100181,1,2021-01-01 14:45:06,-1,1
{1ED340D9-9EA7-47B4-A8DF-D8250C45F52E},100499,1,2021-01-01 14:53:55,-8,1
{27D4ED40-017A-41B1-8989-99428417005D},100268,1,2021-01-01 15:27:36,-10,1
{32A0FBE7-0375-4D31-A50C-F483149EFFDF},100814,1,2021-01-01 15:30:54,-2,1
{7F367B90-A430-44F7-B564-ADE7ACB2B009},100534,1,2021-01-01 15:33:19,-5,1
{BA1D6DD0-8810-41ED-A859-51B75E849DBA},100130,1,2021-01-01 15:42:27,-8,1
{55D17814-433D-433A-9764-82FA4A88047C},100293,1,2021-01-01 15:51:05,-10,1
{E2D911B3-0D44-45C3-B0C9-09F1B30A225D},100828,1,2021-01-01 15:52:56,-5,1
{3669A97A-388A-43AC-8D46-ECA332F7CA45},100251,1,2021-01-01 16:30:50,-4,1
{E09DC44A-7C4A-4CBF-BEE6-63515669C485},100942,1,2021-01-01 16:35:04,-2,1
{227EF52D-3D75-421E-9872-87D75A2C91A2},100490,1,2021-01-01 16:41:52,-7,1
{227EF52D-3D75-421E-9872-87D75A2C91A2},100731,1,2021-01-01 16:41:52,-7,1
{D4539393-1507-4E4F-A3B0-B18D7AB501F6},100143,1,2021-01-01 16:44:56,-2,1
{847625BF-9126-41BA-A241-6E95DE46D14D},100850,1,2021-01-01 16:52:14,-9,1
{6275208A-C987-4F74-B588-38E793E3F284},100394,1,2021-01-01 17:04:17,-6,1
{16B8E788-3738-478F-AC15-9146B5C14412},100508,1,2021-01-01 17:06:17,-1,1
{34AE5770-EE12-4585-AE85-99B3EAABD3F8},100412,1,2021-01-01 17:21:57,-3,1
{35368C0F-36CB-40DB-93C3-C0889F4AE524},100586,1,2021-01-01 17:27:13,-7,1
{38F651FB-4596-4E1B-B283-1A851D3D4F65},100412,1,2021-01-01 17:58:34,-8,1
{E1B82434-5B62-47CF-95BE-63A2F8EED9D1},100487,1,2021-01-01 18:14:21,-8,1
{9D552B87-0947-4676-9789-4BADBE195441},100381,1,2021-01-01 18:30:36,-5,1
{9D552B87-0947-4676-9789-4BADBE195441},100390,1,2021-01-01 18:30:36,-8,1
{504643DF-1E07-42E1-8774-5EB18F25D6EB},100591,1,2021-01-01 18:48:45,-3,1
{C663B756-A93C-412F-9CA2-60543634ABDD},100850,1,2021-01-01 18:52:09,-7,1
{159018E8-CD10-4BC6-85E5-8477065E5824},100492,1,2021-01-01 19:17:19,-2,1
{BC8470D1-10BC-4381-9587-4E1FCE53FD4A},100351,1,2021-01-01 19:17:24,-10,1
{D4D50BF6-7B89-499C-86C4-56065A6619AE},100399,1,2021-01-01 19:18:49,-8,1
{1B4F646B-C312-415D-9122-816EF1A1B1DF},100749,1,2021-01-01 19:22:23,-6,1
{0DF9FEF0-C66A-4827-8A3D-CF8427DB95A0},100526,1,2021-01-01 19:33:57,-8,1
{72C7A937-A448-4BF1-B7F9-47083E294F03},100761,1,2021-01-01 20:06:56,-10,1
{66C3533F-CF1C-4858-8C81-3D4AE8A9F806},100492,1,2021-01-01 20:20:34,-2,1
{FEEDE4A3-0F3C-4D0E-9E77-369872AD4878},100875,1,2021-01-01 20:31:16,-6,1
{0AA9EDF5-9674-43DC-96A2-4B66D5F018E4},100463,1,2021-01-01 20:38:38,-2,1
{962C3327-C5B7-495E-A7A2-210C1B04F595},100499,1,2021-01-01 20:41:42,-4,1
{B435D710-1DE2-49B4-B9C6-2AC1E774EC2C},100507,1,2021-01-01 20:44:14,-2,1
{C5D70FB9-58AF-4B06-AF7B-5C66A2EAC5FD},100065,1,2021-01-01 21:58:16,-10,1
{D1B69D3C-3F2B-496F-8EAC-8D0F80BC4849},100364,1,2021-01-02 08:16:54,-8,1
{F196446E-5CCF-47A5-AAA1-79A9D8869A37},100589,1,2021-01-02 08:17:18,-9,1
{299E8CA6-03DC-4AAD-A945-DBCA8FF6F50C},100646,1,2021-01-02 08:18:11,-3,1
{A6E78BC7-AE60-4AA8-BE09-E78A2E97D3DD},100291,1,2021-01-02 08:26:55,-7,1
{5553852D-AC80-4960-B8C8-80E3D94F8495},100951,1,2021-01-02 08:28:25,-6,1
{09193CAF-9B0D-4CB5-8010-A8061E1A79C3},100817,1,2021-01-02 08:31:06,-7,1
{C14D7543-ABA5-4248-905F-6CC21377E33A},100992,1,2021-01-02 08:44:51,-5,1
{60EAD826-DECC-4DC4-85DF-7D6372D08717},100589,1,2021-01-02 08:54:18,-7,1
{29754495-E50E-4B0C-B83D-BEC8E51083B0},100033,1,2021-01-02 09:04:39,-9,1
{E43CC642-0A2D-49A5-9984-337ADB28B677},100331,1,2021-01-02 09:12:56,-2,1
{8945C278-1655-46F1-ADAD-1BEA31B193D4},100601,1,2021-01-02 09:30:22,-8,1
{4736442A-67EE-45C4-ADB7-F02D9DE8B4F3},100999,1,2021-01-02 09:34:13,-1,1
{2FF26EA3-6E28-4AC8-BFBC-6722B376B6D4},100760,1,2021-01-02 09:55:21,-5,1
{6187297C-ED7D-45A8-96FB-88BF3DCF6184},100860,1,2021-01-02 09:58:56,-9,1
{FE6ADA43-D138-473F-B804-C5CC0F2AE61A},100342,1,2021-01-02 10:08:50,-7,1
{227EDC96-101A-4B76-926A-F27A9CB9D670},100501,1,2021-01-02 10:13:05,-10,1
{51C2A7A4-0780-4E87-BAEC-51ACEF72BBA0},100847,1,2021-01-02 10:14:16,-4,1
{C113A935-2B1D-4FCF-992F-FE84041A81A0},100547,1,2021-01-02 10:25:03,-8,1
{EA280F6D-A4BA-4F2A-8177-998DF9479D33},100865,1,2021-01-02 10:34:02,-9,1
{3AA89F97-2F6C-48DD-864C-DD7BFC6C4BF2},100680,1,2021-01-02 10:38:04,-7,1
{313D8229-DF6C-4545-8C95-8FE3801C6BDC},100628,1,2021-01-02 10:45:31,-3,1
{49F05FCA-D533-4071-9C42-F837F28BD39C},100984,1,2021-01-02 10:52:57,-1,1
{594BB072-63BF-4B4D-8E0E-32FFABB94929},100723,1,2021-01-02 11:00:38,-3,1
{13AD1B22-3D68-422F-A421-90ABE9A07E75},100673,1,2021-01-02 11:15:41,-9,1
{100BD78A-5FA5-4DF0-9E0D-BDEF75E7A996},100155,1,2021-01-02 11:16:21,-5,1
{695ABCCE-057E-4384-BDA6-ACDED56664A9},100196,1,2021-01-02 11:20:21,-2,1
{40D0A7BB-72C7-4DFE-B37A-AB2E2E5B371C},100507,1,2021-01-02 11:28:01,-6,1
{BD7CE18E-631F-4847-B8EC-71F9C5C770EE},100051,1,2021-01-02 11:29:17,-10,1
{4BC40B06-CF35-408B-8DAC-86E909D7E9FA},100265,1,2021-01-02 11:29:29,-5,1
{37E05BF2-A1CA-487A-96C7-94DE75CA3942},100759,1,2021-01-02 11:35:38,-3,1
{3810D31A-1E20-48A2-B5E0-0915BFFB6D66},100916,1,2021-01-02 11:42:24,-1,1
{42150B4D-6AA0-4BA8-88B5-C7755F23E206},100385,1,2021-01-02 11:59:54,-5,1
{42150B4D-6AA0-4BA8-88B5-C7755F23E206},100859,1,2021-01-02 11:59:54,-10,1
{41DDB499-95BC-45A9-85F5-49AA1713C1A9},100715,1,2021-01-02 12:01:32,-1,1
{4D11BE3C-1785-4EB4-814D-80C4C59D29AD},100944,1,2021-01-02 12:06:12,-1,1
{8C7A6EFE-C392-458E-A57E-6A3328E8E9FD},100497,1,2021-01-02 12:12:02,-3,1
{C7827448-5682-4539-BA25-2897E74F943A},100195,1,2021-01-02 12:20:48,-7,1
{7D34694C-FB13-46C5-897E-28E03ABBC07D},100352,1,2021-01-02 12:30:59,-6,1
{0C87ED11-2185-4133-A0E1-E3CE408C0298},100059,1,2021-01-02 12:34:27,-10,1
{8EBF8A2E-882E-4450-9700-E6275CC80A99},100581,1,2021-01-02 12:40:16,-2,1
{CDCB1C79-DE86-4B48-8A61-34B9CAE905A0},100453,1,2021-01-02 12:46:19,-2,1
{0C44E974-8678-42D9-BC96-197F2A02F217},100636,1,2021-01-02 12:47:42,-2,1
{F3045015-F509-4FF7-B2E5-4F598B61B1C9},100978,1,2021-01-02 12:53:24,-4,1
{C28921CB-165C-46EF-8D61-F57B6F539FD0},100077,1,2021-01-02 12:54:49,-2,1
{9F4B8DB6-D9FB-4862-A87D-AC04E5CDDB47},100249,1,2021-01-02 12:59:38,-3,1
{E4F57FF0-40DF-442E-BA4E-8A459AECED75},100008,1,2021-01-02 13:01:55,-9,1
{C2E25084-8267-4782-9877-81672ED17B52},100386,1,2021-01-02 13:05:51,-2,1
{2E54E074-805B-4260-AE09-DCCAFA4A05F1},100235,1,2021-01-02 13:11:25,-5,1
{EFBF1065-1EC7-4A01-970C-1B067FA21007},100286,1,2021-01-02 13:11:50,-5,1
{E08E3C4F-2A58-4D81-ABA8-EFFDFF5B32DD},100724,1,2021-01-02 13:26:46,-4,1
{2190EAFA-6062-4462-82E9-A17708335D96},100821,1,2021-01-02 13:30:22,-5,1
{E2333841-FE75-4000-B440-A578210A5370},100688,1,2021-01-02 13:40:53,-7,1
{A1C8DCF6-F1E2-4E4C-8543-F6020F893D34},100190,1,2021-01-02 13:45:53,-3,1
{3865FF01-FBF7-4669-B5E5-D628DA04F19B},100858,1,2021-01-02 13:56:09,-8,1
{783CAEF7-2200-4E1B-8956-FE7BB624A8CD},100396,1,2021-01-02 13:56:54,-9,1
{F375E133-0E2A-418B-83CA-68E7FA822CCE},100437,1,2021-01-02 13:58:03,-3,1
{335326CF-8018-47CB-84DF-9AD80FDCEF70},100919,1,2021-01-02 14:00:01,-9,1
{1346D976-A67C-4068-92C4-27752D0478D6},100209,1,2021-01-02 14:14:33,-8,1
{CA0898FA-CAA5-4C55-A82E-2025319BDE2A},100289,1,2021-01-02 14:33:10,-4,1
{54EBEA9E-CC46-45E4-B429-94CDB0E1D962},100357,1,2021-01-02 14:40:18,-4,1
{A25E14E8-C119-4CCC-9333-5C0B78068BE7},100244,1,2021-01-02 14:43:48,-9,1
{A74991AD-F58B-4126-A356-2A2281938130},100215,1,2021-01-02 14:46:58,-4,1
{6F901DF3-098F-418C-AE3A-CA7B250561AF},100862,1,2021-01-02 14:54:09,-3,1
{F0430B7F-ABF0-4CF2-A35D-8528EF14F826},100366,1,2021-01-02 14:56:17,-8,1
{F30DBDB3-8717-4DB1-8E06-C81191805476},100848,1,2021-01-02 14:58:47,-4,1
{021A7B4A-AB6D-48AE-BAA6-AE6887B3E448},100764,1,2021-01-02 15:11:47,-10,1
{367702A7-F242-4B3B-80D4-D8C781A8CE70},100266,1,2021-01-02 15:18:31,-1,1
{E5FFA1C4-69B1-4772-A259-35CA395D99D4},100908,1,2021-01-02 15:31:12,-6,1
{5A0FFEE0-FC82-43B3-89F8-C40287045651},100363,1,2021-01-02 15:42:17,-9,1
{A914F31F-F212-4B93-8F65-4E62C7D6F24D},100193,1,2021-01-02 15:45:52,-9,1
{FDECB6AB-8ECB-4C29-AE63-982E6D4F5257},100833,1,2021-01-02 15:46:55,-4,1
{B4ABBB8F-4027-43F9-B277-E6AB9C46F608},100613,1,2021-01-02 15:48:50,-3,1
{2D0B8F01-DE1E-4044-A662-85209AD565DC},100222,1,2021-01-02 16:00:33,-2,1
{E148998F-5E26-4C4E-A00F-5DBB055F7879},100975,1,2021-01-02 16:08:35,-4,1
{C5DB62BD-56D5-4E86-80CD-A03914AC61B6},100195,1,2021-01-02 16:11:41,-3,1
{23AEC7E0-9AC3-4337-9EDE-F31984F784AD},100085,1,2021-01-02 16:17:50,-9,1
{997E4235-1D4B-4607-B0E9-1A6706D717E9},100956,1,2021-01-02 16:19:45,-1,1
{36796AF3-AB09-46FA-B3F6-F9BE30ECA0DD},100077,1,2021-01-02 16:21:51,-7,1
{5503BAD0-01E7-4640-B50C-63E032068749},100503,1,2021-01-02 16:29:40,-1,1
{9369B0DC-B2EF-4F01-9209-AC07CDFE1D0A},100103,1,2021-01-02 16:31:38,-3,1
{2B9C59B8-E22B-48B7-B19A-FF17616737AD},100623,1,2021-01-02 16:45:54,-8,1
{B32A0FE2-9012-45A8-BAE2-854FE5D287D3},100162,1,2021-01-02 16:46:33,-5,1
{C85DB796-BEE1-4A12-9423-5527673D66FE},100547,1,2021-01-02 16:49:56,-3,1
{F929DCB3-B4CA-438A-9C58-6817DF8DB958},100487,1,2021-01-02 17:00:05,-7,1
{1364A109-F846-4E4B-BC99-958F7883B110},100933,1,2021-01-02 17:03:18,-1,1
{FEA2ED03-69AF-41A9-BA2C-6AA1B861C77B},100487,1,2021-01-02 17:10:16,-10,1
{BA4CB42D-9D25-4E7A-89B2-BD7C8028DA3C},100833,1,2021-01-02 17:10:40,-9,1
